2026-02-14T16:15:08Z,unknown,0,637,200
2026-02-14T17:25:43Z,up,100,3988,200
2026-02-14T17:43:47Z,up,100,748,200
2026-02-14T18:09:08Z,up,100,731,200
2026-02-14T18:21:22Z,up,100,546,200
2026-02-14T18:44:11Z,up,100,554,200
2026-02-14T18:57:05Z,up,100,1082,200
2026-02-14T19:17:10Z,up,100,507,200
2026-02-14T19:35:04Z,up,100,543,200
2026-02-14T19:55:58Z,up,100,533,200
2026-02-14T20:07:12Z,up,100,603,200
2026-02-15T04:24:42Z,up,100,913,200
2026-02-15T04:37:27Z,up,100,611,200
2026-02-15T05:24:04Z,up,100,489,200
2026-02-15T05:35:51Z,up,100,720,200
2026-02-15T06:24:41Z,up,100,737,200
2026-02-15T06:57:12Z,up,100,637,200
2026-02-15T15:16:00Z,up,100,676,200
2026-02-15T15:41:24Z,up,100,435,200
2026-02-15T15:58:11Z,up,100,672,200
2026-02-15T16:34:36Z,up,100,411,200
2026-02-15T17:00:06Z,up,100,536,200
2026-02-15T17:20:25Z,up,100,423,200
2026-02-15T17:33:30Z,up,100,827,200
2026-02-15T17:55:12Z,up,100,459,200
2026-02-15T18:26:40Z,up,100,437,200
2026-02-15T19:02:04Z,up,100,365,200
2026-02-15T19:35:38Z,up,100,1048,200
2026-02-15T19:52:10Z,up,100,477,200
2026-02-15T20:36:54Z,up,100,767,200
2026-02-15T20:57:51Z,up,100,573,200
2026-02-15T21:25:42Z,up,100,704,200
2026-02-15T21:46:43Z,up,100,408,200
2026-02-15T21:59:46Z,up,100,497,200
2026-02-15T22:31:30Z,up,100,600,200
2026-02-15T22:55:36Z,up,100,316,200
2026-02-15T23:21:00Z,up,100,634,200
2026-02-15T23:47:02Z,up,100,423,200
2026-02-16T00:01:40Z,up,100,509,200
2026-02-16T02:56:16Z,up,100,651,200
2026-02-16T04:56:49Z,up,100,506,200
2026-02-16T06:05:57Z,up,100,428,200
2026-02-16T07:19:50Z,up,100,578,200
2026-02-16T08:04:01Z,up,100,350,200
2026-02-16T09:03:13Z,up,100,378,200
2026-02-16T10:05:54Z,up,100,405,200
2026-02-16T11:03:40Z,up,100,555,200
2026-02-16T11:50:27Z,up,100,636,200
2026-02-16T12:30:24Z,up,100,529,200
2026-02-16T13:48:43Z,up,100,501,200
2026-02-16T14:34:12Z,up,100,470,200
2026-02-16T15:24:04Z,up,100,423,200
2026-02-16T16:02:22Z,up,100,713,200
2026-02-16T16:58:18Z,up,100,440,200
2026-02-16T17:39:35Z,up,100,4314,200
2026-02-16T18:07:06Z,up,100,344,200
2026-02-16T19:01:41Z,up,100,363,200
2026-02-16T19:38:54Z,up,100,561,200
2026-02-16T19:58:17Z,up,100,1928,200
2026-02-16T20:33:53Z,up,100,321,200
2026-02-16T21:00:15Z,up,100,345,200
2026-02-16T21:37:00Z,up,100,500,200
2026-02-16T21:57:52Z,up,100,598,200
2026-02-16T22:29:30Z,up,100,363,200
2026-02-16T22:59:20Z,up,100,605,200
2026-02-16T23:34:55Z,up,100,496,200
2026-02-16T23:57:21Z,up,100,387,200
2026-02-17T02:01:05Z,up,100,389,200
2026-02-17T04:26:18Z,up,100,478,200
2026-02-17T05:42:11Z,up,100,481,200
